-0.01	3	300	
-0.198372	213.491	22428.9	
-0.198372	13.6109	14525.9	
-0.198372	13.6109	22451.3	
-0.198372	13.6109	22451.3	
-0.198372	13.6109	22451.3	
-0.198372	13.6109	22451.3	
-0.198372	13.6109	22451.3	
-0.198372	13.6109	22451.3	
-0.198372	13.6109	22451.3	
-0.198372	13.6109	22451.3	
-0.198372	13.6109	22451.3	
-0.198372	13.6109	22451.3	
-0.198372	13.6109	22451.3	
-0.198372	13.6109	22451.3	
-0.198372	13.6109	22451.3	
-0.198372	13.6109	22451.3	
-0.198372	13.6109	22451.3	
-0.198372	13.6109	22451.3	
-0.198372	13.6109	22451.3	
-0.198372	13.6109	22451.3	
-0.198372	13.6109	22451.3	
-0.198372	13.6109	22451.3	
-0.198372	13.6109	22451.3	
-0.198372	13.6109	22451.3	
-0.198372	13.6109	22451.3	
-0.198372	13.6109	22451.3	
-0.198372	13.6109	22451.3	
-0.198372	13.6109	22451.3	
-0.198372	13.6109	22451.3	
-0.198372	13.6109	22451.3	
